Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1734459971,10,,Aggregated,2.400000,0.600000,3700,4600,5000,5400,6500,7700,8800,9600,11000,11000,11000,338,50,3700.0,3929.238378157306,358.18605800159276,11364.969709000434,4427.12426035503
1734459972,10,,Aggregated,2.400000,0.600000,3700,4600,5000,5400,6500,7700,8800,9600,11000,11000,11000,338,50,3700.0,3929.238378157306,358.18605800159276,11364.969709000434,4427.12426035503
1734459973,10,,Aggregated,2.700000,0.700000,3700,4600,5000,5400,6500,7700,8800,9600,11000,11000,11000,340,50,3700.0,3932.4652055240344,358.18605800159276,11364.969709000434,4408.082352941176
1734459974,10,,Aggregated,2.800000,0.700000,3700,4600,5000,5300,6500,7600,8800,9600,11000,11000,11000,342,50,3700.0,3935.089518787071,358.18605800159276,11364.969709000434,4397.233918128655
1734459975,10,,Aggregated,2.800000,0.700000,3700,4600,5000,5300,6500,7600,8800,9600,11000,11000,11000,342,50,3700.0,3935.089518787071,358.18605800159276,11364.969709000434,4397.233918128655
1734459976,10,,Aggregated,2.600000,0.400000,3700,4600,5000,5300,6500,7600,8800,9600,11000,11000,11000,346,50,3700.0,3948.415620358897,358.18605800159276,11364.969709000434,4443.161849710983
1734459977,10,,Aggregated,2.700000,0.400000,3700,4600,5000,5300,6400,7600,8800,9600,11000,11000,11000,352,52,3700.0,3956.590567165264,358.18605800159276,11364.969709000434,4496.585227272727
1734459978,10,,Aggregated,2.600000,0.400000,3700,4600,5000,5300,6400,7600,8800,9600,11000,11000,11000,354,53,3700.0,3949.390963508969,358.18605800159276,11364.969709000434,4472.757062146893
1734459979,10,,Aggregated,2.600000,0.400000,3700,4600,5000,5300,6400,7600,8800,9600,11000,11000,11000,355,53,3700.0,3946.372433541332,358.18605800159276,11364.969709000434,4460.7661971830985
1734459980,10,,Aggregated,2.600000,0.400000,3700,4600,5000,5300,6400,7600,8800,9600,11000,11000,11000,355,53,3700.0,3946.372433541332,358.18605800159276,11364.969709000434,4460.7661971830985
1734459981,10,,Aggregated,2.400000,0.400000,3700,4600,5000,5300,6400,7600,8800,9600,11000,11000,11000,364,56,3700.0,3935.482828283478,358.18605800159276,11364.969709000434,4402.681318681319
1734459982,10,,Aggregated,2.400000,0.400000,3700,4600,5000,5300,6400,7600,8800,9600,11000,11000,11000,364,56,3700.0,3935.482828283478,358.18605800159276,11364.969709000434,4402.681318681319
1734459983,10,,Aggregated,2.400000,0.400000,3700,4600,5000,5300,6400,7600,8800,9600,11000,11000,11000,364,56,3700.0,3935.482828283478,358.18605800159276,11364.969709000434,4402.681318681319
1734459984,10,,Aggregated,2.600000,0.600000,3600,4500,5000,5200,6400,7600,8800,9600,11000,11000,11000,375,57,3600.0,3907.7094399312064,358.18605800159276,11364.969709000434,4397.421333333334
1734459985,10,,Aggregated,2.600000,0.600000,3600,4500,5000,5200,6400,7600,8800,9600,11000,11000,11000,375,57,3600.0,3907.7094399312064,358.18605800159276,11364.969709000434,4397.421333333334
1734459986,10,,Aggregated,2.400000,0.600000,3600,4500,5000,5200,6400,7600,8800,9600,11000,11000,11000,379,57,3600.0,3889.6745694780875,358.18605800159276,11364.969709000434,4394.203166226913
1734459987,10,,Aggregated,2.400000,0.600000,3600,4500,5000,5200,6400,7600,8800,9600,11000,11000,11000,379,57,3600.0,3889.6745694780875,358.18605800159276,11364.969709000434,4394.203166226913
1734459988,10,,Aggregated,3.300000,0.700000,3600,4500,5000,5200,6400,7300,8800,9600,11000,11000,11000,383,58,3600.0,3891.3786917028306,358.18605800159276,11364.969709000434,4410.953002610966
1734459989,10,,Aggregated,3.200000,0.700000,3600,4500,5000,5200,6400,7300,8800,9600,11000,11000,11000,386,59,3600.0,3894.1921990574724,358.18605800159276,11364.969709000434,4406.748704663212
1734459990,10,,Aggregated,2.700000,0.500000,3600,4500,5000,5200,6400,7300,8800,9600,11000,11000,11000,387,59,3600.0,3894.4661575121017,358.18605800159276,11364.969709000434,4396.589147286822
1734459991,10,,Aggregated,2.700000,0.500000,3600,4500,5000,5200,6400,7300,8800,9600,11000,11000,11000,387,59,3600.0,3894.4661575121017,358.18605800159276,11364.969709000434,4396.589147286822
1734459992,10,,Aggregated,2.700000,0.500000,3600,4500,5000,5200,6400,7300,8800,9600,11000,11000,11000,387,59,3600.0,3894.4661575121017,358.18605800159276,11364.969709000434,4396.589147286822
1734459993,10,,Aggregated,2.700000,0.400000,3600,4500,5000,5200,6400,7300,8800,9600,11000,11000,11000,389,59,3600.0,3910.130481743394,358.18605800159276,11364.969709000434,4382.4498714652955
1734459994,10,,Aggregated,2.700000,0.400000,3700,4500,5000,5200,6400,7300,8800,9600,11000,11000,11000,392,59,3700.0,3924.3454201152103,358.18605800159276,11364.969709000434,4393.9795918367345
1734459995,10,,Aggregated,2.300000,0.300000,3700,4600,5000,5300,6400,7300,8800,9600,11000,11000,11000,395,60,3700.0,3940.8935927320663,358.18605800159276,11364.969709000434,4371.048101265823
1734459996,10,,Aggregated,2.800000,0.300000,3700,4600,5000,5300,6400,7300,8800,9600,11000,11000,11000,398,61,3700.0,3951.1292593672665,358.18605800159276,11364.969709000434,4351.050251256282
1734459997,10,,Aggregated,1.800000,0.200000,3700,4600,5000,5300,6400,7300,8500,9500,11000,11000,11000,403,62,3700.0,3946.241817174061,358.18605800159276,11364.969709000434,4317.8759305210915
1734459998,10,,Aggregated,2.000000,0.300000,3600,4500,5000,5300,6400,7300,8500,9500,11000,11000,11000,409,63,3600.0,3920.1535875896598,358.18605800159276,11364.969709000434,4303.938875305624
1734459999,10,,Aggregated,1.900000,0.400000,3600,4500,5000,5300,6400,7300,8500,9500,11000,11000,11000,411,63,3600.0,3911.484302175618,358.18605800159276,11364.969709000434,4283.571776155718
1734460000,10,,Aggregated,1.900000,0.400000,3600,4500,5000,5300,6400,7300,8500,9500,11000,11000,11000,411,63,3600.0,3911.484302175618,358.18605800159276,11364.969709000434,4283.571776155718
1734460001,10,,Aggregated,1.900000,0.400000,3600,4500,5000,5300,6400,7300,8500,9500,11000,11000,11000,411,63,3600.0,3911.484302175618,358.18605800159276,11364.969709000434,4283.571776155718
1734460002,10,,Aggregated,1.900000,0.400000,3600,4500,5000,5300,6400,7300,8500,9500,11000,11000,11000,411,63,3600.0,3911.484302175618,358.18605800159276,11364.969709000434,4283.571776155718
1734460003,10,,Aggregated,1.900000,0.400000,3600,4500,5000,5300,6400,7300,8500,9500,11000,11000,11000,411,63,3600.0,3911.484302175618,358.18605800159276,11364.969709000434,4283.571776155718
1734460004,10,,Aggregated,1.900000,0.400000,3600,4500,5000,5300,6400,7300,8500,9500,11000,11000,11000,411,63,3600.0,3911.484302175618,358.18605800159276,11364.969709000434,4283.571776155718
1734460005,10,,Aggregated,2.400000,0.400000,3700,4600,5000,5400,6500,7600,8500,9500,11000,11000,11000,417,63,3700.0,3962.7917783649436,358.18605800159276,11364.969709000434,4297.5395683453235
1734460006,10,,Aggregated,2.400000,0.400000,3700,4600,5000,5400,6500,7600,8500,9500,11000,11000,11000,417,63,3700.0,3962.7917783649436,358.18605800159276,11364.969709000434,4297.5395683453235
1734460007,10,,Aggregated,2.400000,0.400000,3700,4600,5000,5400,6500,7600,8500,9500,11000,11000,11000,417,63,3700.0,3962.7917783649436,358.18605800159276,11364.969709000434,4297.5395683453235
1734460008,10,,Aggregated,2.400000,0.400000,3700,4600,5000,5400,6500,7600,8500,9500,11000,11000,11000,417,63,3700.0,3962.7917783649436,358.18605800159276,11364.969709000434,4297.5395683453235
1734460009,10,,Aggregated,1.900000,0.200000,3700,4600,5000,5400,6600,7600,8800,10000,11000,11000,11000,426,64,3700.0,4010.271766772676,358.18605800159276,11364.969709000434,4278.805164319248
1734460010,10,,Aggregated,1.300000,0.100000,3700,4600,5100,5400,6700,7700,9500,10000,12000,12000,12000,427,64,3700.0,4028.404468154937,358.18605800159276,11752.935256998171,4294.669789227166
1734460012,10,,Aggregated,1.300000,0.100000,3700,4600,5100,5400,6700,7700,9500,10000,12000,12000,12000,427,64,3700.0,4028.404468154937,358.18605800159276,11752.935256998171,4294.669789227166
1734460013,10,,Aggregated,1.300000,0.100000,3700,4600,5100,5400,6700,7700,9500,10000,12000,12000,12000,427,64,3700.0,4028.404468154937,358.18605800159276,11752.935256998171,4294.669789227166
1734460014,10,,Aggregated,1.300000,0.100000,3700,4600,5100,5400,6700,7700,9500,10000,12000,12000,12000,427,64,3700.0,4028.404468154937,358.18605800159276,11752.935256998171,4294.669789227166
1734460015,10,,Aggregated,1.300000,0.100000,3700,4600,5100,5400,6700,7700,9500,10000,12000,12000,12000,427,64,3700.0,4028.404468154937,358.18605800159276,11752.935256998171,4294.669789227166
1734460016,10,,Aggregated,1.600000,0.100000,3700,4600,5100,5500,6600,7600,9500,10000,12000,12000,12000,441,68,3700.0,4019.0796916964887,358.18605800159276,11752.935256998171,4330.9047619047615
1734460017,10,,Aggregated,1.600000,0.100000,3700,4600,5100,5500,6600,7600,9500,10000,12000,12000,12000,445,68,3700.0,4005.2446802520544,358.18605800159276,11752.935256998171,4305.615730337078
1734460018,10,,Aggregated,1.600000,0.100000,3700,4600,5100,5500,6600,7600,9500,10000,12000,12000,12000,446,68,3700.0,4001.454350711123,358.18605800159276,11752.935256998171,4320.744394618834
1734460019,10,,Aggregated,1.600000,0.100000,3700,4600,5100,5500,6600,7600,9500,10000,12000,12000,12000,446,68,3700.0,4001.454350711123,358.18605800159276,11752.935256998171,4320.744394618834
1734460020,10,,Aggregated,1.600000,0.100000,3700,4600,5100,5500,6600,7600,9500,10000,12000,12000,12000,446,68,3700.0,4001.454350711123,358.18605800159276,11752.935256998171,4320.744394618834
1734460021,10,,Aggregated,1.600000,0.100000,3700,4600,5100,5500,6600,7600,9500,10000,12000,12000,12000,446,68,3700.0,4001.454350711123,358.18605800159276,11752.935256998171,4320.744394618834
1734460022,10,,Aggregated,2.900000,0.500000,3800,4600,5200,5500,6500,7600,8800,10000,12000,12000,12000,452,68,3800.0,4030.5186224317385,358.18605800159276,11752.935256998171,4334.128318584071
1734460023,10,,Aggregated,2.000000,0.400000,3800,4600,5200,5500,6500,7600,8800,10000,12000,12000,12000,455,68,3800.0,4017.734162817914,358.18605800159276,11752.935256998171,4358.597802197803
1734460024,10,,Aggregated,2.000000,0.400000,3800,4600,5200,5500,6500,7600,8800,10000,12000,12000,12000,455,68,3800.0,4017.734162817914,358.18605800159276,11752.935256998171,4358.597802197803
1734460025,10,,Aggregated,2.000000,0.400000,3800,4600,5200,5500,6500,7600,8800,10000,12000,12000,12000,455,68,3800.0,4017.734162817914,358.18605800159276,11752.935256998171,4358.597802197803
1734460026,10,,Aggregated,2.800000,0.400000,3800,4600,5200,5700,6600,7700,9500,10000,12000,12000,12000,463,70,3800.0,4050.3100523869516,358.18605800159276,11752.935256998171,4316.062634989201
1734460027,10,,Aggregated,2.800000,0.400000,3800,4600,5200,5700,6600,7700,9500,10000,12000,12000,12000,464,70,3800.0,4051.3713118494934,358.18605800159276,11752.935256998171,4320.672413793103
1734460028,10,,Aggregated,2.100000,0.200000,3800,4600,5200,5500,6600,7700,9500,10000,12000,12000,12000,472,73,3800.0,4019.7347276105115,358.18605800159276,11752.935256998171,4303.322033898305
1734460029,10,,Aggregated,1.900000,0.200000,3700,4600,5200,5500,6600,7700,9500,10000,12000,12000,12000,477,74,3700.0,3995.7367208430874,358.18605800159276,11752.935256998171,4280.163522012579
1734460030,10,,Aggregated,1.900000,0.200000,3700,4600,5200,5500,6600,7700,9500,10000,12000,12000,12000,479,74,3700.0,3985.8527519919867,358.18605800159276,11752.935256998171,4292.8100208768265
